Record ID,Agency Code,Agency Name,Agency Type,City,State,Year,Month,Incident,Crime Type,Crime Solved,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Perpetrator Sex,Perpetrator Age,Perpetrator Race,Perpetrator Ethnicity,Relationship,Weapon,Victim Count,Perpetrator Count,Record Source
292674,CA01900,Los Angeles,Sheriff,Los Angeles,California,1994,December,17,Murder or Manslaughter,Yes,Female,35,Unknown,Unknown,Male,13,Black,Not Hispanic,Stranger,Handgun,0,2,FBI
311203,TX21400,Starr,Sheriff,Starr,Texas,1994,April,2,Manslaughter by Negligence,Yes,Female,75,White,Hispanic,Male,14,White,Hispanic,Acquaintance,Shotgun,0,0,FBI
116987,PAPPD00,Pittsburgh,Municipal Police,Allegheny,Pennsylvania,1985,March,1,Murder or Manslaughter,Yes,Female,31,Black,Not Hispanic,Male,52,Black,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
600136,GA06001,College Park,Municipal Police,Fulton,Georgia,2013,July,1,Murder or Manslaughter,No,Male,37,Black,Unknown,Unknown,0,Unknown,Unknown,Stranger,Handgun,0,0,FBI
182835,CA04313,San Jose,Municipal Police,Santa Clara,California,1989,March,3,Murder or Manslaughter,Yes,Male,36,White,Not Hispanic,Male,27,White,Hispanic,Brother,Handgun,0,0,FBI
167383,LANPD00,New Orleans,Municipal Police,Orleans,Louisiana,1988,October,19,Murder or Manslaughter,No,Male,99,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
31798,KY086SP,State Police: Monroe County,State Police,Monroe,Kentucky,1981,January,1,Murder or Manslaughter,Yes,Male,17,White,Unknown,Male,39,White,Unknown,Brother,Handgun,0,0,FBI
264048,TXDPD00,Dallas,Municipal Police,Dallas,Texas,1992,July,23,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Male,25,Black,Not Hispanic,Unknown,Rifle,0,0,FBI
104248,CA01925,Glendale,Municipal Police,Los Angeles,California,1985,September,1,Murder or Manslaughter,Yes,Male,68,White,Not Hispanic,Male,35,White,Hispanic,Stranger,Handgun,1,0,FBI
410512,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,2000,October,18,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,0,FBI
634401,OHCLP00,Cleveland,Municipal Police,Cuyahoga,Ohio,2014,October,8,Murder or Manslaughter,Yes,Male,27,Black,Unknown,Female,24,Black,Unknown,Boyfriend,Knife,0,0,FBI
564755,WVWSP57,State Police:  Weston,State Police,Lewis,West Virginia,2009,July,1,Murder or Manslaughter,Yes,Male,35,White,Unknown,Male,22,White,Unknown,Acquaintance,Handgun,0,0,FBI
4891,CT00064,Hartford,Municipal Police,Hartford,Connecticut,1980,January,1,Murder or Manslaughter,Yes,Male,46,Asian/Pacific Islander,Unknown,Male,36,Asian/Pacific Islander,Unknown,Acquaintance,Handgun,0,0,FBI
623369,VA04301,Henrico County Police D,County Police,Henrico,Virginia,2012,July,3,Murder or Manslaughter,Yes,Male,34,Black,Unknown,Female,30,Black,Unknown,Unknown,Handgun,0,2,FBI
322738,KY01101,Danville,Municipal Police,Boyle,Kentucky,1995,May,1,Murder or Manslaughter,Yes,Male,0,White,Unknown,Male,36,Black,Unknown,Unknown,Blunt Object,0,0,FBI
170164,NC06001,Charlotte-Mecklenburg,Municipal Police,Mecklenburg,North Carolina,1988,April,1,Murder or Manslaughter,Yes,Male,29,Black,Unknown,Male,24,Black,Unknown,Stranger,Shotgun,0,0,FBI
8583,ILCPD00,Chicago,Municipal Police,Cook,Illinois,1980,November,19,Murder or Manslaughter,Yes,Male,27,Black,Unknown,Male,21,Black,Unknown,Acquaintance,Knife,0,0,FBI
371988,AL00400,Autauga,Sheriff,Autauga,Alabama,1998,June,1,Murder or Manslaughter,Yes,Male,39,Black,Unknown,Female,59,Black,Unknown,In-Law,Handgun,1,0,FBI
353822,WIMPD00,Milwaukee,Municipal Police,Milwaukee,Wisconsin,1996,August,16,Manslaughter by Negligence,Yes,Female,1,White,Unknown,Female,18,White,Unknown,Stranger,Unknown,0,0,FBI
158277,TXDPD00,Dallas,Municipal Police,Dallas,Texas,1987,December,26,Murder or Manslaughter,Yes,Male,23,White,Unknown,Male,13,White,Unknown,Acquaintance,Handgun,0,0,FBI
303953,MS02501,Jackson,Municipal Police,Hinds,Mississippi,1994,October,1,Murder or Manslaughter,Yes,Male,0,Black,Unknown,Male,19,Black,Unknown,Unknown,Handgun,2,0,FBI
113304,NJ00310,Delran Township,Municipal Police,Burlington,New Jersey,1985,August,1,Murder or Manslaughter,Yes,Female,26,Black,Unknown,Male,27,Black,Unknown,Wife,Strangulation,0,0,FBI
523964,LANPD00,New Orleans,Municipal Police,Orleans,Louisiana,2007,October,5,Murder or Manslaughter,Yes,Male,23,Black,Unknown,Male,21,Black,Unknown,Stranger,Firearm,0,0,FBI
21866,TXSPD00,San Antonio,Municipal Police,Bexar,Texas,1980,August,5,Murder or Manslaughter,Yes,Male,21,White,Hispanic,Male,30,White,Hispanic,Stranger,Handgun,1,0,FBI
618692,NM00801,Artesia,Municipal Police,Eddy,New Mexico,2012,May,1,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,35,White,Unknown,Acquaintance,Handgun,0,0,FBI
597009,CA01942,Los Angeles,Municipal Police,Los Angeles,California,2013,February,10,Murder or Manslaughter,Yes,Male,19,White,Hispanic,Male,26,White,Hispanic,Unknown,Handgun,0,1,FBI
2714,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1980,August,30,Murder or Manslaughter,Yes,Male,20,White,Hispanic,Male,24,White,Hispanic,Unknown,Handgun,0,0,FBI
586470,MD00900,Charles,Sheriff,Charles,Maryland,2011,February,1,Murder or Manslaughter,Yes,Male,44,Black,Unknown,Female,33,Black,Unknown,Stranger,Handgun,0,0,FBI
65630,AZ00725,Scottsdale,Municipal Police,Maricopa,Arizona,1983,February,2,Murder or Manslaughter,Yes,Female,36,White,Not Hispanic,Male,36,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
142956,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1987,February,10,Murder or Manslaughter,Yes,Male,42,Black,Unknown,Male,43,Black,Unknown,Friend,Handgun,0,0,FBI
434091,CA01005,Fresno,Municipal Police,Fresno,California,2002,June,2,Murder or Manslaughter,Yes,Female,39,Asian/Pacific Islander,Not Hispanic,Male,23,Asian/Pacific Islander,Not Hispanic,Acquaintance,Knife,1,0,FBI
502369,CA04806,Vacaville,Municipal Police,Solano,California,2006,December,1,Murder or Manslaughter,Yes,Male,27,White,Not Hispanic,Male,28,Unknown,Unknown,Acquaintance,Handgun,0,0,FBI
3934,CA03700,San Diego,Sheriff,San Diego,California,1980,February,1,Murder or Manslaughter,No,Male,99,Asian/Pacific Islander,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
75190,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,1983,March,6,Murder or Manslaughter,Yes,Female,83,White,Not Hispanic,Male,23,White,Not Hispanic,Stranger,Blunt Object,0,0,FBI
399868,TN01901,Nashville,Municipal Police,Davidson,Tennessee,1999,January,5,Murder or Manslaughter,Yes,Female,43,Black,Unknown,Male,40,Black,Unknown,Unknown,Blunt Object,0,0,FBI
593864,UT01839,Taylorsville City,Municipal Police,Salt Lake,Utah,2011,November,1,Murder or Manslaughter,Yes,Male,35,Asian/Pacific Islander,Unknown,Male,32,Asian/Pacific Islander,Unknown,Unknown,Firearm,0,0,FBI
150119,MI82349,Detroit,Municipal Police,Wayne,Michigan,1987,April,19,Murder or Manslaughter,Yes,Male,17,Black,Unknown,Male,14,Black,Unknown,Acquaintance,Handgun,0,0,FBI
420162,CA03900,San Joaquin,Sheriff,San Joaquin,California,2001,June,1,Murder or Manslaughter,Yes,Male,32,Asian/Pacific Islander,Not Hispanic,Male,25,White,Hispanic,Stranger,Handgun,0,0,FBI
569483,GA12100,Augusta-Richmond,Sheriff,Richmond,Georgia,2010,July,2,Murder or Manslaughter,Yes,Male,19,Black,Unknown,Male,22,Black,Unknown,Unknown,Shotgun,0,0,FBI
72581,KY048SP,State Police: Harlan County,State Police,Harlan,Kentucky,1983,December,1,Murder or Manslaughter,Yes,Male,37,White,Not Hispanic,Male,46,White,Not Hispanic,Brother,Handgun,0,0,FBI
534092,AZ00723,Phoenix,Municipal Police,Maricopa,Arizona,2008,October,8,Murder or Manslaughter,Yes,Male,42,White,Hispanic,Male,29,White,Hispanic,Acquaintance,Handgun,0,0,FBI
124106,CA03021,Stanton,Municipal Police,Orange,California,1986,September,1,Murder or Manslaughter,Yes,Male,28,White,Not Hispanic,Male,46,White,Not Hispanic,Stranger,Handgun,0,0,FBI
330029,OK05506,Oklahoma City,Municipal Police,Oklahoma,Oklahoma,1995,April,11,Murder or Manslaughter,Yes,Male,45,White,Unknown,Male,27,White,Unknown,Stranger,Explosives,10,2,FBI
209554,MS04201,Greenwood,Municipal Police,Leflore,Mississippi,1990,June,1,Murder or Manslaughter,Yes,Male,34,Black,Unknown,Female,27,Black,Unknown,Unknown,Handgun,0,0,FBI
183416,DCMPD00,Washington,Municipal Police,District of Columbia,District of Columbia,1989,January,11,Murder or Manslaughter,Yes,Male,27,Black,Unknown,Male,17,Black,Unknown,Stranger,Handgun,0,0,FBI
566781,CA03300,Riverside,Sheriff,Riverside,California,2010,May,4,Murder or Manslaughter,Yes,Male,60,White,Not Hispanic,Male,59,White,Not Hispanic,Unknown,Handgun,0,0,FBI
168567,MI82349,Detroit,Municipal Police,Wayne,Michigan,1988,April,1,Murder or Manslaughter,Yes,Male,36,Black,Unknown,Male,31,Black,Unknown,Acquaintance,Knife,0,0,FBI
96573,NY03030,New York,Municipal Police,New York,New York,1984,September,60,Murder or Manslaughter,No,Male,22,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
487325,GA04701,Albany,Municipal Police,Dougherty,Georgia,2005,June,1,Murder or Manslaughter,Yes,Male,14,Black,Unknown,Male,18,Black,Unknown,Acquaintance,Handgun,0,0,FBI
410308,MOKPD00,Kansas City,Municipal Police,Jackson,Missouri,2000,February,4,Murder or Manslaughter,No,Male,49,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
425944,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,2001,December,14,Murder or Manslaughter,Yes,Male,23,Black,Unknown,Male,22,Black,Unknown,Unknown,Handgun,0,0,FBI
17749,OR00600,Coos,Sheriff,Coos,Oregon,1980,November,1,Murder or Manslaughter,Yes,Male,52,White,Not Hispanic,Female,33,White,Not Hispanic,Husband,Handgun,0,0,FBI
390084,CA03604,Fontana,Municipal Police,San Bernardino,California,1999,July,2,Murder or Manslaughter,No,Male,19,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
15609,NY03030,New York,Municipal Police,New York,New York,1980,August,72,Murder or Manslaughter,Yes,Male,22,Black,Unknown,Male,25,Black,Unknown,Unknown,Handgun,0,0,FBI
460888,NY05101,Suffolk County,County Police,Suffolk,New York,2003,February,2,Murder or Manslaughter,Yes,Female,61,White,Unknown,Male,66,White,Unknown,Girlfriend,Knife,0,0,FBI
629732,KY03402,Lexington,Municipal Police,Fayette,Kentucky,2014,July,2,Murder or Manslaughter,Yes,Male,87,White,Unknown,Male,32,White,Unknown,Acquaintance,Blunt Object,0,0,FBI
337062,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1996,January,6,Murder or Manslaughter,No,Male,15,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
463873,TX22012,Fort Worth,Municipal Police,Tarrant,Texas,2003,January,2,Murder or Manslaughter,Yes,Male,16,White,Hispanic,Male,17,White,Hispanic,Acquaintance,Handgun,0,0,FBI
59629,OHCIP00,Cincinnati,Special Police,Hamilton,Ohio,1982,June,8,Murder or Manslaughter,No,Female,48,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
10614,MD02401,Berlin,Municipal Police,Worcester,Maryland,1980,April,1,Murder or Manslaughter,Yes,Male,50,Black,Not Hispanic,Male,55,Black,Not Hispanic,Acquaintance,Rifle,0,0,FBI
77555,NY03030,New York,Municipal Police,New York,New York,1983,May,69,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
328754,NY03030,New York,Municipal Police,New York,New York,1995,August,55,Murder or Manslaughter,No,Male,52,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
254319,MI63751,Southfield,Municipal Police,Oakland,Michigan,1992,November,1,Murder or Manslaughter,No,Male,38,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
295889,CO05100,Pueblo,Sheriff,Pueblo,Colorado,1994,December,1,Murder or Manslaughter,Yes,Female,35,White,Unknown,Male,35,White,Unknown,Common-Law Wife,Handgun,0,0,FBI
74026,MI25852,Grand Blanc Township,Municipal Police,Genesee,Michigan,1983,September,1,Murder or Manslaughter,Yes,Female,31,White,Unknown,Male,32,White,Unknown,Wife,Handgun,0,0,FBI
573384,NB02802,Omaha,Municipal Police,Douglas,Nebraska,2010,November,4,Murder or Manslaughter,Yes,Male,25,Black,Unknown,Male,24,Black,Unknown,Acquaintance,Rifle,0,0,FBI
9410,KY04702,Radcliff,Municipal Police,Hardin,Kentucky,1980,September,1,Murder or Manslaughter,Yes,Male,2,Black,Not Hispanic,Male,21,Black,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
59294,OH00900,Butler,Sheriff,Butler,Ohio,1982,November,1,Murder or Manslaughter,No,Female,22,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Strangulation,0,0,FBI
113162,NC08400,Stanly,Sheriff,Stanly,North Carolina,1985,November,1,Murder or Manslaughter,Yes,Male,35,White,Hispanic,Male,14,White,Hispanic,Father,Rifle,0,0,FBI
184925,IL04506,Elgin,Municipal Police,Kane,Illinois,1989,August,1,Murder or Manslaughter,Yes,Female,29,Black,Unknown,Male,32,Black,Unknown,Girlfriend,Knife,0,0,FBI
482573,AZ00723,Phoenix,Municipal Police,Maricopa,Arizona,2005,January,1,Murder or Manslaughter,No,Male,45,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Strangulation,0,0,FBI
510772,NY03030,New York,Municipal Police,New York,New York,2006,September,17,Murder or Manslaughter,Yes,Male,32,Black,Unknown,Male,23,Black,Unknown,Stranger,Handgun,0,1,FBI
376561,GA01101,Macon,Municipal Police,Bibb,Georgia,1998,July,1,Murder or Manslaughter,Yes,Male,28,Black,Unknown,Female,41,Black,Unknown,Husband,Handgun,0,0,FBI
607452,SC00200,Aiken County,Sheriff,Aiken,South Carolina,2013,September,1,Murder or Manslaughter,Yes,Male,33,Black,Unknown,Male,0,Black,Unknown,Unknown,Firearm,0,1,FBI
143807,CA01955,Pomona,Municipal Police,Los Angeles,California,1987,September,4,Murder or Manslaughter,No,Male,25,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
449437,AL03901,Scottsboro,Municipal Police,Jackson,Alabama,2003,March,1,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,29,Black,Unknown,Unknown,Handgun,0,0,FBI
170733,NJNPD00,Newark,Municipal Police,Essex,New Jersey,1988,March,15,Murder or Manslaughter,Yes,Male,17,Black,Unknown,Male,30,White,Unknown,Stranger,Handgun,0,0,FBI
595990,AR06200,St. Francis County,Sheriff,St. Francis,Arkansas,2013,November,1,Murder or Manslaughter,Yes,Female,17,Black,Unknown,Male,31,Black,Unknown,Unknown,Handgun,0,0,FBI
129165,KS07500,Pottawatomie,Sheriff,Pottawatomie,Kansas,1986,May,1,Murder or Manslaughter,No,Male,79,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
449972,AZ00723,Phoenix,Municipal Police,Maricopa,Arizona,2003,September,23,Murder or Manslaughter,Yes,Male,19,White,Hispanic,Male,0,White,Hispanic,Acquaintance,Handgun,0,0,FBI
290941,AL02303,Florala,Municipal Police,Covington,Alabama,1994,June,1,Murder or Manslaughter,Yes,Female,33,Black,Unknown,Male,39,Black,Unknown,Wife,Knife,0,0,FBI
52394,INIPD00,Indianapolis,Municipal Police,Marion,Indiana,1982,June,4,Murder or Manslaughter,Yes,Male,33,Black,Unknown,Male,32,Black,Unknown,Acquaintance,Handgun,0,0,FBI
92582,MDBPD00,Baltimore,Municipal Police,Baltimore city,Maryland,1984,July,5,Murder or Manslaughter,Yes,Male,41,White,Not Hispanic,Male,26,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
608522,TX10101,Baytown,Municipal Police,Harris,Texas,2013,June,1,Murder or Manslaughter,Yes,Male,16,Black,Not Hispanic,Male,43,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
590369,OH03128,Norwood,Municipal Police,Hamilton,Ohio,2011,January,1,Murder or Manslaughter,Yes,Female,26,White,Unknown,Male,25,White,Unknown,Friend,Handgun,0,0,FBI
564332,WA00603,Vancouver,Municipal Police,Clark,Washington,2009,December,2,Murder or Manslaughter,Yes,Female,34,White,Unknown,Male,47,White,Unknown,Wife,Handgun,0,0,FBI
137939,TX05711,Garland,Municipal Police,Dallas,Texas,1986,February,3,Murder or Manslaughter,Yes,Male,26,White,Not Hispanic,Male,30,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
258377,NY03030,New York,Municipal Police,New York,New York,1992,May,29,Murder or Manslaughter,Yes,Male,19,White,Unknown,Male,20,White,Unknown,Unknown,Handgun,1,1,FBI
54274,MI25025,State Police: Genesee County,State Police,Genesee,Michigan,1982,September,1,Murder or Manslaughter,Yes,Male,11,White,Not Hispanic,Female,39,Unknown,Not Hispanic,Daughter,Fire,3,0,FBI
508068,MI82349,Detroit,Municipal Police,Wayne,Michigan,2006,December,29,Murder or Manslaughter,No,Female,41,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
83938,VA12200,Richmond,Municipal Police,Richmond,Virginia,1983,July,1,Murder or Manslaughter,Yes,Male,43,Black,Not Hispanic,Male,28,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
205758,ILCPD00,Chicago,Municipal Police,Cook,Illinois,1990,April,33,Murder or Manslaughter,Yes,Male,25,Black,Unknown,Female,19,Black,Unknown,Boyfriend,Handgun,0,0,FBI
208133,MI50597,Mount Clemens,Municipal Police,Macomb,Michigan,1990,December,1,Murder or Manslaughter,Yes,Male,17,Black,Not Hispanic,Male,17,Black,Not Hispanic,Friend,Shotgun,0,0,FBI
339895,FL01300,Miami-Dade,County Police,Dade,Florida,1996,December,1,Murder or Manslaughter,No,Female,39,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FOIA
424562,MDBPD00,Baltimore,Municipal Police,Baltimore city,Maryland,2001,April,16,Murder or Manslaughter,Yes,Male,23,Black,Unknown,Female,23,Black,Unknown,Unknown,Handgun,0,0,FBI
65866,CA00600,Colusa,Sheriff,Colusa,California,1983,September,1,Murder or Manslaughter,Yes,Female,29,White,Not Hispanic,Male,28,White,Not Hispanic,Stranger,Rifle,0,0,FBI
540587,MD01604,Montgomery County,County Police,Montgomery,Maryland,2008,November,3,Murder or Manslaughter,Yes,Male,14,White,Unknown,Male,21,White,Unknown,Stranger,Handgun,0,2,FBI
171134,NY02700,Monroe,Sheriff,Monroe,New York,1988,November,1,Murder or Manslaughter,No,Male,31,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
465338,WA03204,Spokane,Municipal Police,Spokane,Washington,2003,January,2,Murder or Manslaughter,Yes,Male,19,White,Unknown,Male,20,White,Unknown,Acquaintance,Knife,0,0,FBI
475912,NJ01209,Old Bridge Township,Municipal Police,Middlesex,New Jersey,2004,March,1,Murder or Manslaughter,Yes,Female,55,White,Unknown,Male,52,White,Unknown,Girlfriend,Rifle,0,0,FBI
621482,SC04200,Spartanburg County,Sheriff,Spartanburg,South Carolina,2012,June,2,Murder or Manslaughter,No,Female,24,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,1,0,FBI
196565,TXDPD00,Dallas,Municipal Police,Dallas,Texas,1989,July,7,Murder or Manslaughter,Yes,Female,23,Black,Not Hispanic,Male,26,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
413809,PAPEP00,Philadelphia,Municipal Police,Philadelphia,Pennsylvania,2000,March,1,Murder or Manslaughter,Yes,Male,35,White,Unknown,Male,20,Black,Unknown,Unknown,Handgun,0,0,FBI
437225,FL01306,Miami,Municipal Police,Dade,Florida,2002,June,37,Murder or Manslaughter,No,Male,38,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FOIA
38525,OH07701,Akron,Municipal Police,Summit,Ohio,1981,January,2,Murder or Manslaughter,Yes,Female,31,Black,Not Hispanic,Female,36,Black,Not Hispanic,Friend,Knife,0,0,FBI
353534,WA02900,Skagit,Sheriff,Skagit,Washington,1996,July,1,Murder or Manslaughter,Yes,Male,55,White,Unknown,Male,26,White,Unknown,Employer,Handgun,0,0,FBI
17255,OHCLP00,Cleveland,Municipal Police,Cuyahoga,Ohio,1980,September,22,Murder or Manslaughter,No,Male,34,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
542630,NC05301,Sanford,Municipal Police,Lee,North Carolina,2008,April,1,Murder or Manslaughter,Yes,Female,17,White,Unknown,Male,21,White,Unknown,Unknown,Knife,0,0,FBI
252890,LA03700,Ouachita,Sheriff,Ouachita,Louisiana,1992,May,2,Murder or Manslaughter,Yes,Male,20,Black,Unknown,Male,15,Black,Unknown,Acquaintance,Gun,0,1,FBI
6840,GA03700,Cook,Sheriff,Cook,Georgia,1980,October,1,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Male,49,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
49325,FL01306,Miami,Municipal Police,Dade,Florida,1982,March,9,Murder or Manslaughter,No,Female,28,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,2,1,FBI
129630,LA02000,Evangeline,Sheriff,Evangeline,Louisiana,1986,February,1,Murder or Manslaughter,Yes,Male,21,White,Not Hispanic,Male,15,White,Not Hispanic,Brother,Shotgun,0,0,FBI
486163,FL00605,Hollywood,Municipal Police,Broward,Florida,2005,August,748,Murder or Manslaughter,Yes,Male,58,White,Unknown,Male,21,Black,Unknown,Unknown,Handgun,0,0,FOIA
150760,MN02711,Minneapolis,Municipal Police,Hennepin,Minnesota,1987,August,3,Murder or Manslaughter,No,Male,25,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,0,FBI
41207,TX06800,Ector,Sheriff,Ector,Texas,1981,December,2,Murder or Manslaughter,Yes,Male,17,White,Not Hispanic,Male,29,White,Not Hispanic,Stranger,Shotgun,0,0,FBI
520966,FL04301,Stuart,Municipal Police,Martin,Florida,2007,October,724,Murder or Manslaughter,Yes,Female,26,Black,Unknown,Female,25,Black,Unknown,Unknown,Knife,0,0,FOIA
565944,CA01900,Los Angeles,Sheriff,Los Angeles,California,2010,January,2,Murder or Manslaughter,No,Male,36,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
633297,NV00201,Las Vegas Metro,Municipal Police,Clark,Nevada,2014,July,5,Murder or Manslaughter,No,Male,22,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
493796,OH04600,Logan,Sheriff,Logan,Ohio,2005,May,1,Murder or Manslaughter,Yes,Female,66,White,Unknown,Male,18,White,Unknown,Friend,Rifle,4,0,FBI
546761,TX01500,Bexar,Sheriff,Bexar,Texas,2008,March,1,Murder or Manslaughter,Yes,Male,56,White,Hispanic,Male,23,White,Hispanic,Neighbor,Knife,1,0,FBI
509225,NC07402,Farmville,Municipal Police,Pitt,North Carolina,2006,July,1,Manslaughter by Negligence,Yes,Male,21,Black,Unknown,Male,0,Black,Unknown,Unknown,Blunt Object,0,0,FBI
35557,NC09700,Wilkes,Sheriff,Wilkes,North Carolina,1981,April,1,Murder or Manslaughter,Yes,Male,63,White,Not Hispanic,Male,35,White,Not Hispanic,Friend,Shotgun,0,0,FBI
256584,NC07404,Bethel,Municipal Police,Pitt,North Carolina,1992,May,1,Murder or Manslaughter,Yes,Male,17,Black,Unknown,Male,24,Black,Unknown,Stranger,Handgun,1,2,FBI
432195,VA07503,Prince William County,County Police,Prince William,Virginia,2001,September,2,Murder or Manslaughter,Yes,Male,37,White,Unknown,Male,43,White,Unknown,Unknown,Unknown,0,2,FBI
406053,FL02700,Hernando County,Sheriff,Hernando,Florida,2000,August,319,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,30,White,Unknown,Unknown,Shotgun,0,0,FOIA
585041,ILCPD00,Chicago,Municipal Police,Cook,Illinois,2011,October,19,Murder or Manslaughter,Yes,Male,23,Black,Unknown,Male,54,Black,Unknown,Acquaintance,Knife,0,0,FBI
237825,SC02800,Kershaw,Sheriff,Kershaw,South Carolina,1991,March,1,Murder or Manslaughter,Yes,Male,4,Black,Unknown,Male,27,Black,Unknown,Son,Blunt Object,0,0,FBI
512841,SC00700,Beaufort,Sheriff,Beaufort,South Carolina,2006,January,2,Murder or Manslaughter,Yes,Male,42,White,Unknown,Male,27,White,Unknown,Stranger,Handgun,0,1,FBI
495612,SC03200,Lexington,Sheriff,Lexington,South Carolina,2005,October,1,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Suffocation,0,0,FBI
11229,MI82082,State Police: Wayne County,State Police,Wayne,Michigan,1980,September,2,Murder or Manslaughter,No,Male,31,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,1,0,FBI
302314,MI33519,Lansing,Municipal Police,Ingham,Michigan,1994,September,2,Murder or Manslaughter,Yes,Male,34,Black,Not Hispanic,Male,0,Unknown,Not Hispanic,Stranger,Knife,0,0,FBI
172322,NY03030,New York,Municipal Police,New York,New York,1988,July,189,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Stranger,Handgun,0,0,FBI
357539,CA03903,Manteca,Municipal Police,San Joaquin,California,1997,May,1,Murder or Manslaughter,Yes,Male,17,White,Hispanic,Male,17,White,Hispanic,Acquaintance,Handgun,0,0,FBI
370035,TXDPD00,Dallas,Municipal Police,Dallas,Texas,1997,March,13,Murder or Manslaughter,Yes,Male,48,Black,Not Hispanic,Male,17,Black,Not Hispanic,Stranger,Handgun,0,2,FBI
198389,WV00300,Boone,Sheriff,Boone,West Virginia,1989,October,2,Murder or Manslaughter,Yes,Female,68,White,Unknown,Male,18,White,Unknown,Acquaintance,Knife,0,1,FBI
119837,TXSPD00,San Antonio,Municipal Police,Bexar,Texas,1985,February,6,Murder or Manslaughter,Yes,Male,15,White,Not Hispanic,Male,19,White,Not Hispanic,Brother,Handgun,0,0,FBI
474909,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,2004,November,14,Murder or Manslaughter,No,Male,29,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
526811,NJ00305,Burlington,Municipal Police,Burlington,New Jersey,2007,September,1,Murder or Manslaughter,Yes,Male,18,White,Unknown,Male,22,White,Unknown,Stranger,Handgun,0,0,FBI
253787,MDBPD00,Baltimore,Municipal Police,Baltimore city,Maryland,1992,January,24,Murder or Manslaughter,No,Male,23,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
