Record ID,Agency Code,Agency Name,Agency Type,City,State,Year,Month,Incident,Crime Type,Crime Solved,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Perpetrator Sex,Perpetrator Age,Perpetrator Race,Perpetrator Ethnicity,Relationship,Weapon,Victim Count,Perpetrator Count,Record Source
245980,CA01955,Pomona,Municipal Police,Los Angeles,California,1992,January,6,Murder or Manslaughter,Yes,Male,23,White,Hispanic,Male,25,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
609736,VA12200,Richmond,Municipal Police,Richmond,Virginia,2013,July,2,Murder or Manslaughter,Yes,Male,46,White,Unknown,Male,42,Black,Unknown,Unknown,Handgun,0,1,FBI
485034,CA03700,San Diego,Sheriff,San Diego,California,2005,November,2,Murder or Manslaughter,Yes,Male,26,White,Hispanic,Male,16,White,Hispanic,Unknown,Handgun,0,0,FBI
130187,MD00202,Anne Arundel County,County Police,Anne Arundel,Maryland,1986,November,2,Murder or Manslaughter,No,Female,23,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
358406,DCMPD00,Washington,Municipal Police,District of Columbia,District of Columbia,1997,October,241,Murder or Manslaughter,Yes,Male,18,Black,Unknown,Male,19,Black,Unknown,Stranger,Firearm,0,0,FBI
35966,NJ01614,Wayne Township,Municipal Police,Passaic,New Jersey,1981,June,1,Murder or Manslaughter,No,Female,24,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
403520,CA01502,Bakersfield,Municipal Police,Kern,California,2000,June,2,Murder or Manslaughter,Yes,Male,36,White,Not Hispanic,Male,32,White,Hispanic,Neighbor,Rifle,0,0,FBI
70710,GAAPD00,Atlanta,Municipal Police,Fulton,Georgia,1983,May,11,Murder or Manslaughter,No,Female,50,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
25117,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1981,March,57,Murder or Manslaughter,Yes,Male,26,Black,Not Hispanic,Male,43,Black,Not Hispanic,Stranger,Handgun,0,1,FBI
279402,MO09500,St. Louis County,County Police,St. Louis,Missouri,1993,December,5,Murder or Manslaughter,No,Female,84,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
18199,PA067SP,State Police: York County,State Police,York,Pennsylvania,1980,August,1,Murder or Manslaughter,No,Female,47,White,Not Hispanic,Unknown,0,Unknown,Unknown,Stranger,Handgun,0,1,FBI
479353,TN04701,Knoxville,Municipal Police,Knox,Tennessee,2004,August,1,Murder or Manslaughter,No,Male,21,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
127376,GA04402,Dekalb County,County Police,De Kalb,Georgia,1986,March,4,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,30,White,Not Hispanic,Stranger,Handgun,0,0,FBI
44673,AL03001,Atmore,Municipal Police,Escambia,Alabama,1982,April,2,Murder or Manslaughter,Yes,Male,32,Black,Unknown,Female,30,Black,Unknown,Husband,Knife,0,0,FBI
174984,SC02302,Greenville,Municipal Police,Greenville,South Carolina,1988,February,2,Murder or Manslaughter,Yes,Female,40,Black,Unknown,Male,78,Black,Unknown,Wife,Handgun,0,0,FBI
111705,MI82349,Detroit,Municipal Police,Wayne,Michigan,1985,September,16,Murder or Manslaughter,No,Male,20,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
189917,NC06001,Charlotte-Mecklenburg,Municipal Police,Mecklenburg,North Carolina,1989,July,1,Murder or Manslaughter,Yes,Male,38,Black,Not Hispanic,Female,82,Black,Not Hispanic,Stranger,Handgun,0,0,FBI
59662,OHCLP00,Cleveland,Municipal Police,Cuyahoga,Ohio,1982,February,12,Murder or Manslaughter,No,Male,50,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Fire,2,0,FBI
614299,ILCPD00,Chicago,Municipal Police,Cook,Illinois,2012,August,17,Murder or Manslaughter,No,Unknown,998,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Suffocation,0,0,FBI
15176,NY03030,New York,Municipal Police,New York,New York,1980,May,83,Murder or Manslaughter,Yes,Male,29,Black,Unknown,Male,0,Black,Unknown,Stranger,Handgun,0,0,FBI
97291,OH04500,Licking,Sheriff,Licking,Ohio,1984,January,1,Murder or Manslaughter,Yes,Male,28,White,Unknown,Male,27,White,Unknown,Unknown,Shotgun,0,0,FBI
62279,TX06800,Ector,Sheriff,Ector,Texas,1982,July,1,Murder or Manslaughter,Yes,Male,28,White,Not Hispanic,Male,41,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
415,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,November,1,Murder or Manslaughter,Yes,Female,47,White,Not Hispanic,Male,19,White,Not Hispanic,Mother,Blunt Object,0,0,FBI
315403,CA01000,Fresno,Sheriff,Fresno,California,1995,July,1,Murder or Manslaughter,Yes,Male,44,White,Hispanic,Female,44,White,Hispanic,Husband,Handgun,0,0,FBI
209679,NC00101,Burlington,Municipal Police,Alamance,North Carolina,1990,March,1,Murder or Manslaughter,Yes,Male,47,White,Not Hispanic,Male,28,White,Not Hispanic,Acquaintance,Unknown,0,2,FBI
532745,VA11700,Norfolk,Municipal Police,Norfolk,Virginia,2007,December,4,Murder or Manslaughter,No,Male,26,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
71906,ILCPD00,Chicago,Municipal Police,Cook,Illinois,1983,October,14,Murder or Manslaughter,No,Male,21,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
451644,CA01996,Lancaster,Municipal Police,Los Angeles,California,2003,December,1,Murder or Manslaughter,No,Female,45,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
154807,OHCLP00,Cleveland,Municipal Police,Cuyahoga,Ohio,1987,April,4,Murder or Manslaughter,No,Female,26,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Fire,2,0,FBI
320009,FL01306,Miami,Municipal Police,Dade,Florida,1995,August,3,Murder or Manslaughter,No,Male,38,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
77255,NY03030,New York,Municipal Police,New York,New York,1983,March,88,Murder or Manslaughter,Yes,Male,19,Black,Unknown,Male,18,Black,Unknown,Acquaintance,Handgun,0,0,FBI
417955,AZ00723,Phoenix,Municipal Police,Maricopa,Arizona,2001,December,1,Murder or Manslaughter,Yes,Male,73,White,Not Hispanic,Female,38,White,Not Hispanic,Acquaintance,Drugs,0,1,FBI
566190,CA01942,Los Angeles,Municipal Police,Los Angeles,California,2010,April,13,Murder or Manslaughter,Yes,Male,26,White,Not Hispanic,Male,26,White,Not Hispanic,Acquaintance,Handgun,3,1,FBI
2288,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1980,March,8,Murder or Manslaughter,Yes,Male,19,Black,Unknown,Male,24,Black,Unknown,Unknown,Shotgun,0,0,FBI
36649,NY03030,New York,Municipal Police,New York,New York,1981,January,142,Murder or Manslaughter,No,Male,33,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
546307,SDDCI00,Division of Criminal Investigation,State Police,Hughes,South Dakota,2008,May,2,Murder or Manslaughter,Yes,Female,75,White,Unknown,Male,79,White,Unknown,Unknown,Handgun,1,0,FBI
42834,TXHPD00,Houston,Municipal Police,Harris,Texas,1981,May,20,Murder or Manslaughter,Yes,Male,53,White,Not Hispanic,Male,18,Black,Not Hispanic,Stranger,Handgun,0,0,FBI
141906,AZ01003,Tucson,Municipal Police,Pima,Arizona,1987,July,3,Murder or Manslaughter,No,Male,99,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
179401,AZ00723,Phoenix,Municipal Police,Maricopa,Arizona,1989,February,1,Murder or Manslaughter,Yes,Female,55,White,Not Hispanic,Male,19,White,Not Hispanic,Mother,Blunt Object,0,0,FBI
477351,NY355SF,State Police: Ulster County (F),State Police,Ulster,New York,2004,October,1,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,18,White,Unknown,Acquaintance,Knife,0,2,FBI
448304,UT02904,Washington Terrace,Municipal Police,Weber,Utah,2002,July,1,Murder or Manslaughter,Yes,Male,1,White,Unknown,Male,26,White,Unknown,Acquaintance,Blunt Object,0,0,FBI
134615,NY03030,New York,Municipal Police,New York,New York,1986,June,103,Murder or Manslaughter,Yes,Male,24,Black,Not Hispanic,Male,30,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
197700,VA10300,Chesapeake,Municipal Police,Chesapeake,Virginia,1989,April,1,Murder or Manslaughter,No,Male,84,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
367675,PA013SP,State Police: Carbon County,State Police,Carbon,Pennsylvania,1997,August,1,Murder or Manslaughter,Yes,Male,35,White,Unknown,Male,40,White,Unknown,Acquaintance,Blunt Object,0,0,FBI
441603,MI82349,Detroit,Municipal Police,Wayne,Michigan,2002,August,14,Murder or Manslaughter,Yes,Male,31,Black,Unknown,Male,0,Black,Unknown,Acquaintance,Handgun,0,2,FBI
288852,TXHPD00,Houston,Municipal Police,Harris,Texas,1993,August,28,Murder or Manslaughter,Yes,Male,22,Black,Not Hispanic,Male,37,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
589059,NJ01213,Monroe Township,Municipal Police,Middlesex,New Jersey,2011,January,1,Murder or Manslaughter,Yes,Male,39,Asian/Pacific Islander,Unknown,Female,40,Asian/Pacific Islander,Unknown,Husband,Poison,0,0,FBI
208656,MI82349,Detroit,Municipal Police,Wayne,Michigan,1990,August,10,Murder or Manslaughter,Yes,Male,26,Black,Unknown,Male,25,Black,Unknown,Acquaintance,Handgun,0,0,FBI
577235,SC04400,Union,Sheriff,Union,South Carolina,2010,October,1,Murder or Manslaughter,Yes,Female,37,Black,Unknown,Male,43,Black,Unknown,Girlfriend,Handgun,0,0,FBI
92372,MD01604,Montgomery County,County Police,Montgomery,Maryland,1984,August,2,Murder or Manslaughter,Yes,Male,21,White,Unknown,Male,31,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
45542,CA01008,Kingsburg,Municipal Police,Fresno,California,1982,December,1,Murder or Manslaughter,Yes,Male,32,White,Not Hispanic,Male,34,White,Not Hispanic,Acquaintance,Handgun,0,1,FBI
250592,IL00200,Alexander,Sheriff,Alexander,Illinois,1992,June,1,Murder or Manslaughter,Yes,Male,49,White,Unknown,Female,48,White,Unknown,Husband,Shotgun,0,0,FBI
430890,TX10100,Harris,Sheriff,Harris,Texas,2001,October,3,Murder or Manslaughter,Yes,Male,43,Black,Not Hispanic,Male,49,White,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
556316,MDBPD00,Baltimore,Municipal Police,Baltimore city,Maryland,2009,January,9,Murder or Manslaughter,Yes,Male,20,Black,Unknown,Male,0,Black,Unknown,Unknown,Handgun,0,0,FBI
205684,ILCPD00,Chicago,Municipal Police,Cook,Illinois,1990,March,16,Murder or Manslaughter,Yes,Male,1,Black,Unknown,Male,26,Black,Unknown,Son,Blunt Object,0,0,FBI
81478,TX07102,El Paso,Municipal Police,El Paso,Texas,1983,July,3,Murder or Manslaughter,Yes,Female,59,White,Not Hispanic,Male,61,White,Not Hispanic,Wife,Shotgun,0,0,FBI
556256,MD01721,Prince George's County,County Police,Prince George's,Maryland,2009,October,1,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
541159,MI63673,Pontiac,Municipal Police,Oakland,Michigan,2008,September,2,Murder or Manslaughter,Yes,Male,17,Black,Unknown,Male,0,Unknown,Unknown,Unknown,Rifle,0,4,FBI
386861,TXHPD00,Houston,Municipal Police,Harris,Texas,1998,October,18,Murder or Manslaughter,Yes,Male,36,White,Hispanic,Male,21,White,Hispanic,Unknown,Knife,0,0,FBI
291416,AZ00200,Cochise,Sheriff,Cochise,Arizona,1994,August,2,Murder or Manslaughter,No,Male,23,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,1,0,FBI
96363,NY03030,New York,Municipal Police,New York,New York,1984,July,78,Murder or Manslaughter,Yes,Male,31,White,Not Hispanic,Male,38,White,Not Hispanic,Unknown,Handgun,1,5,FBI
616780,MI82349,Detroit,Municipal Police,Wayne,Michigan,2012,October,19,Murder or Manslaughter,Yes,Male,45,Black,Unknown,Male,20,Black,Unknown,Unknown,Handgun,0,0,FBI
59158,NY05101,Suffolk County,County Police,Suffolk,New York,1982,August,2,Murder or Manslaughter,Yes,Male,29,White,Unknown,Male,19,White,Unknown,Stranger,Unknown,0,1,FBI
147083,FL05802,Venice,Municipal Police,Sarasota,Florida,1987,June,1,Murder or Manslaughter,Yes,Female,48,White,Unknown,Male,55,White,Unknown,Wife,Knife,0,0,FBI
387201,VA063SP,State Police: New Kent County,State Police,New Kent,Virginia,1998,April,1,Murder or Manslaughter,Yes,Male,44,Black,Unknown,Female,51,Black,Unknown,Boyfriend,Unknown,0,0,FBI
35252,NC04100,Guilford,Sheriff,Guilford,North Carolina,1981,August,1,Murder or Manslaughter,No,Female,76,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
326039,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,1995,November,8,Murder or Manslaughter,Yes,Male,16,Black,Unknown,Male,19,Black,Unknown,Stranger,Handgun,1,1,FBI
258879,NY03030,New York,Municipal Police,New York,New York,1992,August,23,Murder or Manslaughter,No,Male,22,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
359014,FL01700,Escambia,Sheriff,Escambia,Florida,1997,October,1,Murder or Manslaughter,Yes,Male,64,Black,Unknown,Male,21,Black,Unknown,Unknown,Firearm,0,0,FOIA
516185,AL00104,Fairfield,Municipal Police,Jefferson,Alabama,2007,June,1,Murder or Manslaughter,Yes,Male,50,Black,Unknown,Male,25,Black,Unknown,Family,Handgun,0,0,FBI
159470,WA02900,Skagit,Sheriff,Skagit,Washington,1987,November,1,Murder or Manslaughter,No,Female,18,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
222555,CA01942,Los Angeles,Municipal Police,Los Angeles,California,1991,July,1,Murder or Manslaughter,Yes,Male,28,Black,Not Hispanic,Male,37,Black,Not Hispanic,Stranger,Knife,0,0,FBI
321020,GA06801,Cornelia,Municipal Police,Habersham,Georgia,1995,May,1,Murder or Manslaughter,Yes,Male,34,White,Unknown,Male,42,White,Unknown,Neighbor,Knife,0,0,FBI
523083,INIPD00,Indianapolis,Municipal Police,Marion,Indiana,2007,December,4,Murder or Manslaughter,No,Male,45,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
475381,NC04102,Greensboro,Municipal Police,Guilford,North Carolina,2004,April,3,Murder or Manslaughter,Yes,Male,32,Black,Not Hispanic,Male,19,Black,Not Hispanic,Stranger,Knife,0,0,FBI
132965,ND00903,West Fargo,Municipal Police,Cass,North Dakota,1986,December,1,Murder or Manslaughter,Yes,Female,41,White,Unknown,Male,44,White,Unknown,Unknown,Handgun,1,0,FBI
47404,CA03400,Sacramento,Sheriff,Sacramento,California,1982,January,2,Murder or Manslaughter,Yes,Male,24,White,Not Hispanic,Male,28,White,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
19775,TX04000,Cochran,Sheriff,Cochran,Texas,1980,November,1,Murder or Manslaughter,Yes,Male,50,White,Hispanic,Male,34,White,Hispanic,Friend,Handgun,0,0,FBI
287643,TX14600,Liberty,Sheriff,Liberty,Texas,1993,May,1,Murder or Manslaughter,Yes,Male,18,White,Not Hispanic,Male,17,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
549714,AZ00735,Youngtown,Municipal Police,Maricopa,Arizona,2009,June,1,Murder or Manslaughter,Yes,Female,31,White,Hispanic,Male,35,White,Not Hispanic,Wife,Handgun,0,0,FBI
295318,CA03801,San Francisco,Municipal Police,San Francisco,California,1994,May,5,Murder or Manslaughter,Yes,Male,35,Asian/Pacific Islander,Not Hispanic,Male,23,Asian/Pacific Islander,Not Hispanic,Family,Knife,1,0,FBI
588144,MS03003,Pascagoula,Municipal Police,Jackson,Mississippi,2011,July,1,Murder or Manslaughter,Yes,Male,40,Black,Unknown,Male,33,White,Unknown,Stranger,Handgun,0,0,FBI
69210,FL00603,Fort Lauderdale,Municipal Police,Broward,Florida,1983,April,1,Murder or Manslaughter,No,Male,33,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
108837,GAAPD00,Atlanta,Municipal Police,Fulton,Georgia,1985,December,5,Murder or Manslaughter,No,Male,20,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
402542,AL00301,Montgomery,Municipal Police,Montgomery,Alabama,2000,December,8,Murder or Manslaughter,Yes,Female,37,Black,Unknown,Male,31,Black,Unknown,Girlfriend,Handgun,0,0,FBI
234710,NY03030,New York,Municipal Police,New York,New York,1991,July,112,Murder or Manslaughter,No,Male,21,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
303747,MOSPD00,St. Louis,Municipal Police,St. Louis city,Missouri,1994,September,2,Murder or Manslaughter,No,Male,22,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
23629,AR01400,Columbia,Sheriff,Columbia,Arkansas,1981,October,1,Murder or Manslaughter,Yes,Male,72,White,Not Hispanic,Female,20,White,Not Hispanic,Stranger,Shotgun,0,1,FBI
308332,OK02900,Harmon,Sheriff,Harmon,Oklahoma,1994,December,1,Murder or Manslaughter,Yes,Female,83,White,Not Hispanic,Male,35,White,Hispanic,Acquaintance,Knife,0,0,FBI
402556,AL00301,Montgomery,Municipal Police,Montgomery,Alabama,2000,December,22,Murder or Manslaughter,Yes,Male,24,Black,Unknown,Male,40,Black,Unknown,Unknown,Handgun,0,0,FBI
19799,TX05700,Dallas,Sheriff,Dallas,Texas,1980,February,1,Murder or Manslaughter,Yes,Male,28,White,Unknown,Male,26,White,Unknown,Stranger,Unknown,0,0,FBI
115350,NY03301,Syracuse,Municipal Police,Onondaga,New York,1985,November,1,Murder or Manslaughter,Yes,Female,5,White,Not Hispanic,Male,28,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
493523,NY03030,New York,Municipal Police,New York,New York,2005,December,16,Murder or Manslaughter,No,Male,38,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
327595,NV00201,Las Vegas Metro,County Police,Clark,Nevada,1995,January,7,Murder or Manslaughter,Yes,Female,67,White,Unknown,Male,19,Black,Unknown,Stranger,Handgun,1,0,FBI
478387,PA04605,Cheltenham Township,Municipal Police,Montgomery,Pennsylvania,2004,January,1,Murder or Manslaughter,Yes,Male,38,Black,Not Hispanic,Male,33,Black,Not Hispanic,Friend,Knife,0,0,FBI
362317,MA00939,Somerville,Municipal Police,Middlesex,Massachusetts,1997,May,1,Murder or Manslaughter,Yes,Male,0,White,Unknown,Female,21,White,Unknown,Son,Fall,0,0,FBI
133617,NV00201,Las Vegas Metro,County Police,Clark,Nevada,1986,December,2,Murder or Manslaughter,No,Male,32,Asian/Pacific Islander,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
95862,NY03030,New York,Municipal Police,New York,New York,1984,March,54,Murder or Manslaughter,Yes,Female,47,White,Not Hispanic,Male,47,White,Not Hispanic,Wife,Handgun,0,0,FBI
208005,MI25398,Flint,Municipal Police,Genesee,Michigan,1990,February,2,Murder or Manslaughter,No,Male,38,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
624681,CA00109,Oakland,Municipal Police,Alameda,California,2014,January,7,Murder or Manslaughter,Yes,Female,17,Black,Not Hispanic,Male,14,Black,Not Hispanic,Sister,Handgun,0,0,FBI
69133,FL00500,Brevard,Sheriff,Brevard,Florida,1983,June,1,Murder or Manslaughter,No,Female,55,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
332857,TX22012,Fort Worth,Municipal Police,Tarrant,Texas,1995,August,9,Murder or Manslaughter,No,Female,41,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
392224,GA15700,Wilkes,Sheriff,Wilkes,Georgia,1999,September,1,Murder or Manslaughter,Yes,Female,3,Unknown,Unknown,Male,22,White,Unknown,Family,Unknown,0,0,FBI
282093,NY03030,New York,Municipal Police,New York,New York,1993,January,160,Murder or Manslaughter,Yes,Male,26,White,Unknown,Male,0,White,Unknown,Stranger,Handgun,0,1,FBI
422887,ILCPD00,Chicago,Municipal Police,Cook,Illinois,2001,October,19,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
393112,ILCPD00,Chicago,Municipal Police,Cook,Illinois,1999,November,53,Murder or Manslaughter,Yes,Male,29,White,Unknown,Male,23,White,Unknown,Stranger,Handgun,0,0,FBI
530627,TN07800,Sevier,Sheriff,Sevier,Tennessee,2007,August,1,Murder or Manslaughter,Yes,Female,0,White,Unknown,Male,32,White,Unknown,Daughter,Blunt Object,0,1,FBI
15004,NY03030,New York,Municipal Police,New York,New York,1980,April,59,Murder or Manslaughter,No,Male,29,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
137778,TX01400,Bell,Sheriff,Bell,Texas,1986,July,1,Murder or Manslaughter,Yes,Male,36,White,Not Hispanic,Male,30,Black,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
581224,CA01942,Los Angeles,Municipal Police,Los Angeles,California,2011,July,21,Murder or Manslaughter,No,Male,25,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
36619,NY03030,New York,Municipal Police,New York,New York,1981,January,112,Murder or Manslaughter,Yes,Male,14,White,Hispanic,Female,32,White,Hispanic,Son,Handgun,0,0,FBI
534444,CA00704,Concord,Municipal Police,Contra Costa,California,2008,March,1,Murder or Manslaughter,No,Male,20,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,1,0,FBI
432663,WI01301,Madison,Municipal Police,Dane,Wisconsin,2001,February,1,Murder or Manslaughter,Yes,Male,18,White,Unknown,Male,18,Black,Unknown,Unknown,Knife,0,3,FBI
490959,MOKPD00,Kansas City,Municipal Police,Jackson,Missouri,2005,March,1,Murder or Manslaughter,Yes,Male,16,White,Not Hispanic,Male,21,White,Hispanic,Unknown,Handgun,0,0,FBI
469329,CODPD00,Denver,Municipal Police,Denver,Colorado,2004,June,4,Murder or Manslaughter,No,Male,40,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
139143,TXDPD00,Dallas,Municipal Police,Dallas,Texas,1986,February,14,Murder or Manslaughter,Yes,Male,26,White,Not Hispanic,Male,30,White,Not Hispanic,Brother,Handgun,0,0,FBI
93141,MI82349,Detroit,Municipal Police,Wayne,Michigan,1984,March,30,Murder or Manslaughter,No,Male,61,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
629672,KS08900,Shawnee County,Sheriff,Shawnee,Kansas,2014,November,1,Murder or Manslaughter,Yes,Male,29,White,Unknown,Male,36,White,Unknown,Unknown,Firearm,0,0,FBI
274163,GA04402,Dekalb County,County Police,De Kalb,Georgia,1993,April,7,Murder or Manslaughter,Yes,Male,22,Black,Unknown,Male,22,Black,Unknown,Acquaintance,Handgun,0,2,FBI
576460,PA03904,Emmaus,Municipal Police,Lehigh,Pennsylvania,2010,June,1,Murder or Manslaughter,Yes,Female,20,White,Not Hispanic,Male,20,Black,Not Hispanic,Girlfriend,Strangulation,0,0,FBI
191409,NY03030,New York,Municipal Police,New York,New York,1989,April,33,Murder or Manslaughter,No,Male,20,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
263176,TX10901,Hillsboro,Municipal Police,Hill,Texas,1992,August,1,Murder or Manslaughter,Yes,Male,19,Black,Not Hispanic,Male,66,White,Not Hispanic,Stranger,Shotgun,0,0,FBI
23719,AR05000,Nevada,Sheriff,Nevada,Arkansas,1981,February,1,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Male,19,Black,Not Hispanic,Stepfather,Rifle,0,0,FBI
16073,NY03030,New York,Municipal Police,New York,New York,1980,December,18,Murder or Manslaughter,Yes,Male,19,Unknown,Unknown,Male,40,White,Unknown,Stranger,Knife,0,0,FBI
125944,FL00603,Fort Lauderdale,Municipal Police,Broward,Florida,1986,November,6,Murder or Manslaughter,No,Male,52,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
96317,NY03030,New York,Municipal Police,New York,New York,1984,July,32,Murder or Manslaughter,No,Male,26,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
19539,TNMPD00,Memphis,Municipal Police,Shelby,Tennessee,1980,June,3,Murder or Manslaughter,Yes,Male,22,White,Not Hispanic,Male,28,Black,Not Hispanic,Stranger,Handgun,0,0,FBI
296963,FL01300,Miami-Dade,County Police,Dade,Florida,1994,August,15,Murder or Manslaughter,Yes,Male,51,White,Unknown,Male,41,White,Unknown,Unknown,Handgun,0,0,FBI
173393,OH05702,Dayton,Municipal Police,Montgomery,Ohio,1988,January,1,Murder or Manslaughter,Yes,Male,52,Black,Unknown,Male,50,Black,Unknown,Neighbor,Shotgun,0,0,FBI
451925,CA03400,Sacramento,Sheriff,Sacramento,California,2003,July,1,Murder or Manslaughter,Yes,Male,0,White,Hispanic,Male,37,White,Hispanic,Son,Blunt Object,0,0,FBI
334565,WA03204,Spokane,Municipal Police,Spokane,Washington,1995,October,1,Murder or Manslaughter,Yes,Female,73,White,Unknown,Male,42,White,Unknown,Mother,Handgun,0,0,FBI
45409,CA00701,Antioch,Municipal Police,Contra Costa,California,1982,October,1,Murder or Manslaughter,Yes,Female,2,Black,Not Hispanic,Female,31,Black,Not Hispanic,Daughter,Drowning,0,0,FBI
27039,CO03004,Lakewood,Municipal Police,Jefferson,Colorado,1981,June,1,Murder or Manslaughter,Yes,Female,37,White,Not Hispanic,Male,43,White,Not Hispanic,Ex-Wife,Shotgun,0,0,FBI
563153,TX22701,Austin,Municipal Police,Travis,Texas,2009,May,4,Murder or Manslaughter,Yes,Female,17,White,Hispanic,Male,30,White,Hispanic,Stranger,Knife,0,0,FBI
580852,CA01900,Los Angeles,Sheriff,Los Angeles,California,2011,April,2,Murder or Manslaughter,No,Male,19,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
410387,MOKPD00,Kansas City,Municipal Police,Jackson,Missouri,2000,October,8,Murder or Manslaughter,Yes,Male,58,Black,Unknown,Female,45,Black,Unknown,Boyfriend,Knife,0,0,FBI
262528,TNMPD00,Memphis,Municipal Police,Shelby,Tennessee,1992,September,10,Murder or Manslaughter,Yes,Female,23,Black,Unknown,Male,27,Unknown,Unknown,Girlfriend,Knife,0,0,FBI
413766,PAPEP00,Philadelphia,Municipal Police,Philadelphia,Pennsylvania,2000,January,20,Murder or Manslaughter,Yes,Male,50,White,Unknown,Female,47,White,Unknown,Boyfriend,Handgun,0,0,FBI
197448,UT01803,Salt Lake City,Municipal Police,Salt Lake,Utah,1989,February,5,Murder or Manslaughter,Yes,Male,20,White,Unknown,Male,23,White,Unknown,Stranger,Knife,0,0,FBI
630804,ME00602,Gardiner,Municipal Police,Kennebec,Maine,2014,May,1,Murder or Manslaughter,Yes,Male,56,White,Not Hispanic,Male,24,White,Not Hispanic,Father,Knife,0,0,FBI
